usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Antiemetics,"Antiemetics, Other",perphenazine,DG00875,perphenazine,D00503,(JP17/USP/INN)
Antiemetics,"Antiemetics, Other",perphenazine,DG00875,perphenazine maleate,D02037,(JP17)
Antiemetics,"Antiemetics, Other",perphenazine,DG00875,perphenazine fendizoate,D04038,(JAN)
Antiemetics,"Antiemetics, Other",perphenazine,DG00875,perphenazine hydrochloride,D04965,
Antiemetics,"Antiemetics, Other",perphenazine,DG00875,perphenazine decanoate,D08341,
Antiemetics,"Antiemetics, Other",perphenazine,DG00875,perphenazine enantate,D08342,
Antiemetics,"Antiemetics, Other",prochlorperazine,DG00876,prochlorperazine,D00493,(JAN/USP/INN)
Antiemetics,"Antiemetics, Other",prochlorperazine,DG00876,prochlorperazine maleate,D00479,(JP17/USP)
Antiemetics,"Antiemetics, Other",prochlorperazine,DG00876,prochlorperazine mesilate,D02022,(JAN)
Antiemetics,"Antiemetics, Other",prochlorperazine,DG00876,prochlorperazine edisylate,D02609,(USP)
Antiemetics,"Antiemetics, Other",promethazine,DG00385,promethazine,D00494,(JAN/INN)
Antiemetics,"Antiemetics, Other",promethazine,DG00385,promethazine hydrochloride,D00480,(JP17/USP)
Antiemetics,"Antiemetics, Other",promethazine,DG00385,promethazine teoclate,D01242,(JAN/INN)
Antiemetics,"Antiemetics, Other",promethazine,DG00385,promethazine methylenedisalicylate,D03290,(JAN)
Antiemetics,"Antiemetics, Other",promethazine,DG00385,promethazine maleate,D08432,
Antiemetics,"Antiemetics, Other",promethazine,DG00385,promethazine hibenzate,D08768,
Antiemetics,"Antiemetics, Other",scopolamine,DG00065,scopolamine,D00138,(INN)
Antiemetics,"Antiemetics, Other",scopolamine,DG00065,scopolamine hydrobromide,D02071,(USP)
Antiemetics,"Antiemetics, Other",trimethobenzamide,,trimethobenzamide,D08643,(INN)
Antiemetics,"Antiemetics, Other",trimethobenzamide,,trimethobenzamide hydrochloride,D02733,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,celecoxib,,celecoxib,D00567,(JAN/USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,DG00441,diclofenac,D07816,(USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,DG00441,diclofenac potassium,D00903,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,DG00441,diclofenac sodium,D00904,(JP17/USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,DG00441,diclofenac diethylamine,D07817,
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,DG00441,diclofenac hydroxyethylpyrrolidine,D07818,
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diclofenac,DG00441,diclofenac calcium,D07819,
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,diflunisal,,diflunisal,D00130,(JAN/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,etodolac,,etodolac,D00315,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,fenoprofen,DG00754,fenoprofen,D02350,(USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,fenoprofen,DG00754,fenoprofen calcium,D00968,(JAN/USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,DG00755,flurbiprofen,D00330,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,DG00755,flurbiprofen axetil,D01475,(JAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,DG00755,flurbiprofen sodium,D02290,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,flurbiprofen,DG00755,esflurbiprofen,D10254,(JAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen,D00126,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen piconol,D01122,(JP17/USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen aluminum,D04490,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen lysine,D06606,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen arginine salt,D08058,
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen sodium,D08059,
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ibuprofen,DG00245,ibuprofen sodium,D09760,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,indomethacin,DG00241,indomethacin,D00141,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,indomethacin,DG00241,indomethacin sodium,D02110,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,DG00753,ketoprofen,D00132,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,DG00753,ketoprofen lysine,D08102,
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketoprofen,DG00753,ketoprofen sodium,D08103,
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketorolac,DG00751,ketorolac,D08104,(INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,ketorolac,DG00751,ketorolac tromethamine,D00813,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,DG00758,meclofenamic acid,D02341,(USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,DG00758,meclofenamate sodium,D00169,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meclofenamate,DG00758,meclofenamate sodium,D08162,
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,mefenamic acid,,mefenamic acid,D00151,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,meloxicam,,meloxicam,D00969,(JAN/USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,nabumetone,,nabumetone,D00425,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,DG00455,naproxen,D00118,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,DG00455,naproxen sodium,D00970,(USP)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,naproxen,DG00455,naproxen etemesil,D10017,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,oxaprozin,,oxaprozin,D00463,(JP17/USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,DG00752,piroxicam,D00127,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,DG00752,piroxicam betadex,D05511,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,DG00752,piroxicam cinnamate,D05512,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,piroxicam,DG00752,piroxicam olamine,D05513,(USAN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,sulindac,,sulindac,D00120,(JP17/USP/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,tolmetin,DG00747,tolmetin,D02355,(USAN/INN)
Anti-inflammatory Agents,Nonsteroidal Anti-inflammatory Drugs,tolmetin,DG00747,tolmetin sodium,D00158,(JAN/USP)
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,DG00833,dihydroergotamine,D07837,(INN)
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,DG00833,dihydroergotamine mesylate,D02211,(USP)
Antimigraine Agents,Ergot Alkaloids,dihydroergotamine,DG00833,dihydroergotamine tartrate,D07838,
Antimigraine Agents,Ergot Alkaloids,ergotamine,DG00834,ergotamine,D07906,(INN)
Antimigraine Agents,Ergot Alkaloids,ergotamine,DG00834,ergotamine tartrate,D00679,(JP17/USP)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,almotriptan,DG00839,almotriptan,D02824,(USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,almotriptan,DG00839,almotriptan malate,D02825,(USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,eletriptan,DG00840,eletriptan,D07887,(INN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,eletriptan,DG00840,eletriptan hydrobromide,D01973,(JAN/USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,frovatriptan,DG00841,frovatriptan,D07997,(INN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,frovatriptan,DG00841,frovatriptan succinate,D04264,(USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,naratriptan,DG00837,naratriptan,D08255,(INN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,naratriptan,DG00837,naratriptan hydrochloride,D00674,(JAN/USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,DG00838,rizatriptan,D08485,(INN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,DG00838,rizatriptan benzoate,D00675,(JAN/USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,rizatriptan,DG00838,rizatriptan sulfate,D05740,(USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,sumatriptan,DG00836,sumatriptan,D00451,(JAN/USP/INN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,sumatriptan,DG00836,sumatriptan succinate,D00676,(JAN/USAN)
Antimigraine Agents,Serotonin (5-HT) 1b/1d Receptor Agonists,zolmitriptan,,zolmitriptan,D00415,(JAN/USAN/INN)
Antimigraine Agents,Prophylactic,timolol,DG00306,timolol,D08600,(INN)
Antimigraine Agents,Prophylactic,timolol,DG00306,timolol,D00378,(USAN)
Antimigraine Agents,Prophylactic,timolol,DG00306,timolol maleate,D00603,(JP17/USP)
Antimigraine Agents,Prophylactic,divalproex,,divalproex sodium,D00304,(USP)
Antimigraine Agents,Prophylactic,topiramate,,topiramate,D00537,(JAN/USAN/INN)
Antimigraine Agents,Prophylactic,valproate,DG00849,valproic acid,D00399,(USP)
Antimigraine Agents,Prophylactic,valproate,DG00849,divalproex sodium,D00304,(USP)
Antimigraine Agents,Prophylactic,valproate,DG00849,valproate sodium,D00710,(USAN)
Antimigraine Agents,Prophylactic,valproate,DG00849,calcium valproate,D08667,
Antimyasthenic Agents,Parasympathomimetics,ambenonium,DG00990,ambenonium chloride,D01001,(JP17/INN)
Antimyasthenic Agents,Parasympathomimetics,pyridostigmine,DG00988,pyridostigmine bromide,D00487,(JP17/USP/INN)
Antimycobacterials,Antituberculars,bedaquiline,DG00644,bedaquiline,D09872,(USAN/INN)
Antimycobacterials,Antituberculars,bedaquiline,DG00644,bedaquiline fumarate,D09873,(JAN/USAN)
Antimycobacterials,Antituberculars,capreomycin,DG00641,capreomycin,D07607,(INN)
Antimycobacterials,Antituberculars,capreomycin,DG00641,capreomycin sulfate,D00135,(JAN/USP)
Antimycobacterials,Antituberculars,cycloserine,,cycloserine,D00877,(JP17/USP/INN)
Antimycobacterials,Antituberculars,ethambutol,DG00643,ethambutol,D07925,(INN)
Antimycobacterials,Antituberculars,ethambutol,DG00643,ethambutol hydrochloride,D00878,(JP17/USP)
Antimycobacterials,Antituberculars,ethionamide,,ethionamide,D00591,(JP17/USP/INN)
Antimycobacterials,Antituberculars,isoniazid,DG00642,isoniazid,D00346,(JP17/USP/INN)
Antimycobacterials,Antituberculars,isoniazid,DG00642,isoniazid calcium pyruvinate,D01501,(JAN)
Antimycobacterials,Antituberculars,isoniazid,DG00642,isoniazid sodium methanesulfonate hydrate,D02002,(JAN)
Antimycobacterials,Antituberculars,isoniazid,DG00642,isoniazid glucuronate sodium,D09773,(JAN)
Antimycobacterials,Antituberculars,pyrazinamide,,pyrazinamide,D00144,(JP17/USP/INN)
Antimycobacterials,Antituberculars,rifampin,DG00639,rifampin,D00211,(USP)
Antimycobacterials,Antituberculars,rifapentine,,rifapentine,D00879,(USAN/INN)
Antimycobacterials,"Antimycobacterials, Other",dapsone,,dapsone,D00592,(USP)
Antimycobacterials,"Antimycobacterials, Other",rifabutin,,rifabutin,D00424,(JAN/USP/INN)
Antineoplastics,Alkylating Agents,altretamine,,altretamine,D02841,(USP/INN)
Antineoplastics,Alkylating Agents,chlorambucil,,chlorambucil,D00266,(JAN/USP/INN)
Antineoplastics,Alkylating Agents,mechlorethamine,,mechlorethamine hydrochloride,D04872,(USP)
Antineoplastics,Alkylating Agents,melphalan,DG00676,melphalan,D00369,(JP17/USP/INN)
Antineoplastics,Alkylating Agents,melphalan,DG00676,melphalan hydrochloride,D08173,
Antineoplastics,Alkylating Agents,lomustine,,lomustine,D00363,(USAN/INN)
Antineoplastics,Alkylating Agents,busulfan,,busulfan,D00248,(JP17/USP/INN)
Antineoplastics,Alkylating Agents,cyclophosphamide,DG00675,cyclophosphamide,D07760,(INN)
Antineoplastics,Alkylating Agents,cyclophosphamide,DG00675,cyclophosphamide,D00287,(USP)
Antineoplastics,Alkylating Agents,procarbazine,DG00706,procarbazine,D08423,(INN)
Antineoplastics,Alkylating Agents,procarbazine,DG00706,procarbazine hydrochloride,D00478,(JP17/USP)
Antineoplastics,Antiandrogens,enzalutamide,,enzalutamide,D10218,(JAN/USAN)
Antineoplastics,Antiandrogens,bicalutamide,,bicalutamide,D00961,(JAN/USP/INN)
Antineoplastics,Antiandrogens,flutamide,,flutamide,D00586,(JP17/USP/INN)
Antineoplastics,Antiandrogens,nilutamide,,nilutamide,D00965,(USAN/INN)
Antineoplastics,Antiandrogens,abiraterone,,abiraterone acetate,D09701,(JAN/USAN)
Antineoplastics,Antiangiogenic Agents,lenalidomide,DG00744,lenalidomide,D04687,(USAN/INN)
Antineoplastics,Antiangiogenic Agents,lenalidomide,DG00744,lenalidomide hydrate,D09813,(JAN)
Antineoplastics,Antiangiogenic Agents,pomalidomide,,pomalidomide,D08976,(JAN/USAN/INN)
Antineoplastics,Antiangiogenic Agents,thalidomide,,thalidomide,D00754,(JAN/USP/INN)
Antineoplastics,Antiestrogens/Modifiers,estramustine,DG00724,estramustine,D04066,(USAN/INN)
Antineoplastics,Antiestrogens/Modifiers,estramustine,DG00724,estramustine phosphate sodium,D02398,(USAN)
Antineoplastics,Antiestrogens/Modifiers,estramustine,DG00724,estramustine phosphate sodium hydrate,D06397,(JAN)
Antineoplastics,Antiestrogens/Modifiers,tamoxifen,DG00734,tamoxifen,D08559,(INN)
Antineoplastics,Antiestrogens/Modifiers,tamoxifen,DG00734,tamoxifen citrate,D00966,(JP17/USP)
Antineoplastics,Antiestrogens/Modifiers,toremifene,DG00735,toremifene,D08620,(INN)
Antineoplastics,Antiestrogens/Modifiers,toremifene,DG00735,toremifene citrate,D00967,(JAN/USAN)
Antineoplastics,Antimetabolites,mercaptopurine,DG00683,mercaptopurine,D04931,(INN)
Antineoplastics,Antimetabolites,mercaptopurine,DG00683,mercaptopurine,D00161,(USP)
Antineoplastics,Antimetabolites,thioguanine,DG00684,tioguanine,D08603,(INN)
Antineoplastics,Antimetabolites,thioguanine,DG00684,thioguanine,D06109,(USP)
Antineoplastics,Antimetabolites,hydroxyurea,,hydroxyurea,D00341,(USP)
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",anastrozole,,anastrozole,D00960,(JAN/USAN/INN)
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",exemestane,,exemestane,D00963,(JAN/USP/INN)
Antineoplastics,"Aromatase Inhibitors, 3rd Generation",letrozole,,letrozole,D00964,(JAN/USP/INN)
Antineoplastics,Enzyme Inhibitors,etoposide,DG00693,etoposide,D00125,(JP17/USP/INN)
Antineoplastics,Enzyme Inhibitors,etoposide,DG00693,etoposide phosphate,D04107,(USAN)
Antineoplastics,Enzyme Inhibitors,topotecan,DG00725,topotecan,D08618,(BAN)
Antineoplastics,Enzyme Inhibitors,topotecan,DG00725,topotecan hydrochloride,D02168,(USAN)
Antineoplastics,Molecular Target Inhibitors,vemurafenib,,vemurafenib,D09996,(JAN/USAN/INN)
Antineoplastics,Molecular Target Inhibitors,dabrafenib,DG00721,dabrafenib,D10064,(USAN)
Antineoplastics,Molecular Target Inhibitors,dabrafenib,DG00721,dabrafenib mesylate,D10104,(USAN)
Antineoplastics,Molecular Target Inhibitors,trametinib,DG00723,trametinib,D10175,(USAN)
Antineoplastics,Molecular Target Inhibitors,trametinib,DG00723,trametinib dimethyl sulfoxide,D10176,(JAN/USAN)
Antineoplastics,Molecular Target Inhibitors,ibrutinib,,ibrutinib,D10223,(JAN/USAN)
Antineoplastics,Molecular Target Inhibitors,afatinib,DG00717,afatinib,D09724,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,afatinib,DG00717,afatinib dimaleate,D09733,(USAN)
Antineoplastics,Molecular Target Inhibitors,erlotinib,DG00711,erlotinib,D07907,(INN)
Antineoplastics,Molecular Target Inhibitors,erlotinib,DG00711,erlotinib hydrochloride,D04023,(JAN/USAN)
Antineoplastics,Molecular Target Inhibitors,vismodegib,,vismodegib,D09992,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,ruxolitinib,DG00719,ruxolitinib,D09959,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,ruxolitinib,DG00719,ruxolitinib phosphate,D09960,(JAN/USAN)
Antineoplastics,Molecular Target Inhibitors,everolimus,,everolimus,D02714,(JAN/USAN/INN)
Antineoplastics,Molecular Target Inhibitors,crizotinib,,crizotinib,D09731,(JAN/USAN/INN)
Antineoplastics,Molecular Target Inhibitors,bosutinib,DG00718,bosutinib,D03252,(USAN)
Antineoplastics,Molecular Target Inhibitors,bosutinib,DG00718,bosutinib hydrate,D09728,(JAN)
Antineoplastics,Molecular Target Inhibitors,dasatinib,DG00714,dasatinib,D03658,(INN)
Antineoplastics,Molecular Target Inhibitors,dasatinib,DG00714,dasatinib,D06414,(USAN)
Antineoplastics,Molecular Target Inhibitors,imatinib,DG00710,imatinib,D08066,(INN)
Antineoplastics,Molecular Target Inhibitors,imatinib,DG00710,imatinib mesylate,D01441,(USAN)
Antineoplastics,Molecular Target Inhibitors,nilotinib,DG00716,nilotinib,D08953,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,nilotinib,DG00716,nilotinib hydrochloride hydrate,D06413,(JAN)
Antineoplastics,Molecular Target Inhibitors,ponatinib,DG00722,ponatinib,D09950,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,ponatinib,DG00722,ponatinib hydrochloride,D09951,(JAN/USAN)
Antineoplastics,Molecular Target Inhibitors,lapatinib,DG00715,lapatinib,D08108,(INN)
Antineoplastics,Molecular Target Inhibitors,lapatinib,DG00715,lapatinib ditosylate,D04024,(USAN)
Antineoplastics,Molecular Target Inhibitors,axitinib,,axitinib,D03218,(JAN/USAN)
Antineoplastics,Molecular Target Inhibitors,cabozantinib,DG01670,cabozantinib,D10062,(USAN)
Antineoplastics,Molecular Target Inhibitors,cabozantinib,DG01670,cabozantinib s-malate,D10095,(USAN)
Antineoplastics,Molecular Target Inhibitors,pazopanib,,pazopanib hydrochloride,D05380,(JAN/USAN)
Antineoplastics,Molecular Target Inhibitors,regorafenib,DG00720,regorafenib,D10138,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,regorafenib,DG00720,regorafenib hydrate,D10137,(JAN)
Antineoplastics,Molecular Target Inhibitors,sorafenib,DG00713,sorafenib,D08524,(USAN/INN)
Antineoplastics,Molecular Target Inhibitors,sorafenib,DG00713,sorafenib tosylate,D06272,(USAN)
Antineoplastics,Molecular Target Inhibitors,sunitinib,DG00712,sunitinib,D08552,(INN)
Antineoplastics,Molecular Target Inhibitors,sunitinib,DG00712,sunitinib malate,D06402,(JAN/USAN)
Antineoplastics,Monoclonal Antibodies,rituximab,,rituximab,D02994,(USAN/INN)
Antineoplastics,Monoclonal Antibodies,ofatumumab,,ofatumumab,D09314,(USAN/INN)
Antineoplastics,Retinoids,alitretinoin,,alitretinoin,D02815,(USAN)
Antineoplastics,Retinoids,bexarotene,,bexarotene,D03106,(JAN/USAN/INN)
Antineoplastics,Retinoids,tretinoin,DG00433,tretinoin,D00094,(JAN/USP/INN)
Antineoplastics,Retinoids,tretinoin,DG00433,tretinoin tocoferil,D01516,(JAN)
Antineoplastics,"Antineoplastics, Other",fludarabine,DG00685,fludarabine,D07966,(INN)
Antineoplastics,"Antineoplastics, Other",fludarabine,DG00685,fludarabine phosphate,D01907,(JAN/USP)
Antineoplastics,"Antineoplastics, Other",leucovorin,,folinic acid,D07986,(BAN)
Antineoplastics,"Antineoplastics, Other",leucovorin,,leucovorin calcium,D01211,(USP)
Antineoplastics,"Antineoplastics, Other",leucovorin,,folinic acid calcium salt pentahydrate,D07987,
Antineoplastics,"Antineoplastics, Other",mitoxantrone,DG00701,mitoxantrone,D08224,(INN)
Antineoplastics,"Antineoplastics, Other",mitoxantrone,DG00701,mitoxantrone hydrochloride,D02166,(JAN/USP)
Antineoplastics,"Antineoplastics, Other",vorinostat,,vorinostat,D06320,(JAN/USAN)
Antiparasitics,Anthelmintics,albendazole,DG01022,albendazole,D00134,(JAN/USP/INN)
Antiparasitics,Anthelmintics,albendazole,DG01022,albendazole oxide,D07106,(INN)
Antiparasitics,Anthelmintics,ivermectin,,ivermectin,D00804,(JAN/USAN/INN)
Antiparasitics,Anthelmintics,mebendazole,,mebendazole,D00368,(JAN/USP/INN)
Antiparasitics,Anthelmintics,praziquantel,,praziquantel,D00471,(JAN/USP/INN)
Antiparasitics,Antiprotozoals,artemether and lumefantrine,,artemether - lumefantrine mixt,D02484,
Antiparasitics,Antiprotozoals,atovaquone and proguanil hydrochloride,,atovaquone - proguanil hydrochloride mixt,D02472,
Antiparasitics,Antiprotozoals,chloroquine,DG01014,chloroquine,D02366,(USP/INN)
Antiparasitics,Antiprotozoals,chloroquine,DG01014,chloroquine phosphate,D02125,(USP)
Antiparasitics,Antiprotozoals,chloroquine,DG01014,chloroquine hydrochloride,D03469,(USP)
Antiparasitics,Antiprotozoals,chloroquine,DG01014,chloroquine sulfate,D07680,
Antiparasitics,Antiprotozoals,hydroxychloroquine,DG01015,hydroxychloroquine,D08050,(INN)
Antiparasitics,Antiprotozoals,hydroxychloroquine,DG01015,hydroxychloroquine sulfate,D02114,(JAN/USP)
Antiparasitics,Antiprotozoals,mefloquine,DG01020,mefloquine,D04895,(USAN/INN)
Antiparasitics,Antiprotozoals,mefloquine,DG01020,mefloquine hydrochloride,D00831,(JP17/USP)
Antiparasitics,Antiprotozoals,primaquine,DG01016,primaquine,D08420,(INN)
Antiparasitics,Antiprotozoals,primaquine,DG01016,primaquine phosphate,D02126,(JAN/USP)
Antiparasitics,Antiprotozoals,pyrimethamine,,pyrimethamine,D00488,(JAN/USP/INN)
Antiparasitics,Antiprotozoals,pyrimethamine,,pyrimethamine - sulfadoxine mixt,D02448,
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine,D08460,(BAN)
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine ethylcarbonate,D01663,(JP17)
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine hydrochloride hydrate,D02261,(JP17)
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine sulfate,D02262,(USP)
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine ascorbate,D05681,(USAN)
Antiparasitics,Antiprotozoals,quinine,DG01019,quinine dihydrochloride,D08461,
Antiparasitics,Antiprotozoals,atovaquone,,atovaquone,D00236,(JAN/USP/INN)
Antiparasitics,Antiprotozoals,nitazoxanide,,nitazoxanide,D02486,(USAN/INN)
Antiparasitics,Antiprotozoals,pentamidine,DG01902,pentamidine,D08333,(INN)
Antiparasitics,Antiprotozoals,pentamidine,DG01902,pentamidine isethionate,D00834,(USAN)
Antiparasitics,Pediculicides/Scabicides,benzyl alcohol,,benzyl alcohol,D00077,(JP17/NF/INN)
Antiparasitics,Pediculicides/Scabicides,crotamiton,,crotamiton,D01381,(JAN/USP/INN)
Antiparasitics,Pediculicides/Scabicides,lindane,,lindane,D00360,(USP/INN)
Antiparasitics,Pediculicides/Scabicides,malathion,,malathion,D00534,(USP)
Antiparasitics,Pediculicides/Scabicides,permethrin,,permethrin,D05443,(USAN/INN)
Antiparasitics,Pediculicides/Scabicides,spinosad,,spinosad,D09384,(USAN)
Antiparkinson Agents,Anticholinergics,benztropine,DG00859,benzatropine,D07511,(INN)
Antiparkinson Agents,Anticholinergics,benztropine,DG00859,benztropine mesylate,D00778,(USP)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine,D00300,(JP17/INN)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine hydrochloride,D00669,(JP17/USP)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine salicylate,D02419,(JAN)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine tannate,D03285,(JP17)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine laurylsulfate,D03360,(JAN)
Antiparkinson Agents,Anticholinergics,diphenhydramine,DG00390,diphenhydramine citrate,D03854,(USP)
Antiparkinson Agents,Anticholinergics,trihexyphenidyl,DG00851,trihexyphenidyl,D08638,(INN)
Antiparkinson Agents,Anticholinergics,trihexyphenidyl,DG00851,trihexyphenidyl hydrochloride,D00787,(JP17/USP)
Antiparkinson Agents,Dopamine Agonists,apomorphine,DG00486,apomorphine,D07460,(BAN)
Antiparkinson Agents,Dopamine Agonists,apomorphine,DG00486,apomorphine hydrochloride,D02004,(USP)
Antiparkinson Agents,Dopamine Agonists,bromocriptine,DG00452,bromocriptine,D03165,(USAN/INN)
Antiparkinson Agents,Dopamine Agonists,bromocriptine,DG00452,bromocriptine mesylate,D00780,(USP)
Antiparkinson Agents,Dopamine Agonists,pramipexole,DG00863,pramipexole,D05575,(USAN/INN)
Antiparkinson Agents,Dopamine Agonists,pramipexole,DG00863,pramipexole hydrochloride,D00559,(USAN)
Antiparkinson Agents,Dopamine Agonists,ropinirole,DG00862,ropinirole,D08489,(USAN/INN)
Antiparkinson Agents,Dopamine Agonists,ropinirole,DG00862,ropinirole hydrochloride,D00784,(JAN/USAN)
Antiparkinson Agents,Dopamine Agonists,rotigotine,,rotigotine,D05768,(JAN/USAN/INN)
Antiparkinson Agents,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,carbidopa,,carbidopa,D00558,(USP)
Antiparkinson Agents,Dopamine Precursors/L-Amino Acid Decarboxylase Inhibitors,carbidopa and levodopa,,carbidopa hydrate - levodopa mixt,D00253,
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,rasagiline,DG00865,rasagiline,D08469,(USAN/INN)
Antiparkinson Agents,Monoamine Oxidase B (MAO-B) Inhibitors,rasagiline,DG00865,rasagiline mesylate,D02562,(USAN)
